SKU,Proveedor,Nombre Producto
COMDEL9270,DELL,"DELL Inspiron 5620 Intel Core i5 i5-1235U Computadora portátil 40.6 cm (16"") Full HD+ 8 GB DDR4-SDRAM 256 GB SSD Wi-Fi 6E (802.11ax) Windows 11 Home P"
CPUDEL4790,DELL,"DELL Inspiron 5410 Intel Core i5 i5-1235U 60.5 cm (23.8"") 1920 x 1080 Pixeles Pantalla táctil PC todo en uno 12 GB DDR4-SDRAM 1.26 TB HDD+SSD Windows "
CPUDEL5020,DELL,"ALL IN ONE  DELL Inspiron 24 AIO 5400 - 23.8 pulgadas, Intel® Core i5-1135G7, 12 GB, 256G SSD CL35 + 1TB 5.4K HDD, Windows 11 Home"
DDUDLL2550,DELL,"DELL 400-BLLF disco duro interno 4 TB 7200 RPM 3.5"" Serial ATA III"
COMDEL9790,DELL,"Workstation DELL Mobile PRECISION 3570 1003096247104 - 15.6 pulgadas, Intel Core i7, i7-1265U, 32 GB, Windows 11 Pro, 512 GB"
COMDEL9800,DELL,"Workstation DELL Mobile PRECISION 3570 1003096625283 - 15.6 pulgadas, Intel Core i7, i7-1265U, 16 GB, Windows 11 Pro, 512 GB"
DDUHPE400,HP,HDD HPE de 600GB SAS 12G para tareas cruciales 15 000 rpm SFF(2.5 Pulgadas) SC (870757-B21) - 
DDUHPE440,HP,HDD HPE de 1.2TB SAS 12G para tareas cruciales 10 000 rpm SFF(2.5 Pulgadas) SC (872479-B21) - 
DDUHPE550,HP,HDD HPE de 2TB SATA 6G 7200 rpm LFF(3.5 Pulgadas) LP (861681-B21) - 
DDUHPE080,HP,HDD HPE de 2TB SAS 12G 7200 rpm SFF(2.5 Pulgadas) SC (765466-B21) - 
DDUHPE300,HP,HDD HPE de 1.8TB SAS 12G para tareas cruciales 10 000 rpm SFF(2.5 Pulgadas) SC (872481-B21) - 
COMHPI2770,HP,"HP 245 G8 AMD Ryzen 3 3250U Computadora portátil 35.6 cm (14"") Full HD 8 GB DDR4-SDRAM 1.13 TB HDD+SSD Wi-Fi 5 (802.11ac) Windows 10 Home Negro"
MTFHPI1220,HP,"HP Impresora LaserJet Tank MFP 2602sdw, Laser, Impresión a color, 600 x 600 DPI, A4, Impresión directa, Gris, Blanco"
COMHPI2460,HP,"HP 240 G8 Intel Core i3 i3-1115G4 Computadora portátil 35.6 cm (14"") HD 8 GB DDR4-SDRAM 256 GB SSD Wi-Fi 5 (802.11ac) Windows 10 Home Negro"
COMHPI2900,HP,"HP EliteBook 840 G9 Intel Core i7 i7-1255U Computadora portátil 35.6 cm (14"") WUXGA 8 GB DDR5-SDRAM 512 GB SSD Wi-Fi 6E (802.11ax) Windows 10 Pro Plat"
COMHPI2930,HP,"HP ProBook 440 G9 Intel Core i5 i5-1235U Computadora portátil 35.6 cm (14"") Full HD 8 GB DDR4-SDRAM 512 GB SSD Wi-Fi 6E (802.11ax) Windows 11 Pro Plat"
AIOHPD020,HP,"HP 200 G4 Intel Pentium Silver J5040 54.6 cm (21.5"") 1920 x 1080 Pixeles PC todo en uno 4 GB DDR4-SDRAM 1 TB Unidad de disco duro Windows 10 Home Wi-F"
AIOHPD030,HP,"HP 200 G4 Intel Core i5 i5-10210U 54.6 cm (21.5"") 1920 x 1080 Pixeles PC todo en uno 8 GB DDR4-SDRAM 256 GB SSD Windows 10 Pro Wi-Fi 5 (802.11ac) Negr"
COMHPI2940,HP,"HP 240 G8 Intel Celeron N N4120 Computadora portátil 35.6 cm (14"") HD 8 GB DDR4-SDRAM 1 TB Unidad de disco duro Wi-Fi 5 (802.11ac) Windows 11 Home Neg"
COMHPI2920,HP,"HP ProBook 440 G9 Intel Core i5 i5-1235U Computadora portátil 35.6 cm (14"") Full HD 8 GB DDR4-SDRAM 256 GB SSD Wi-Fi 6E (802.11ax) Windows 11 Pro Plat"
COMHPQ580,HP,"HP Pavilion Gaming - 15-dk0007la Intel Core i7 i7-9750H Computadora portátil 39.6 cm (15.6"") Full HD 16 GB DDR4-SDRAM 1.13 TB HDD+SSD NVIDIA GeForce G"
COMHPQ590,HP,"Victus by HP 16-d0509la Intel Core i7 i7-11800H Computadora portátil 40.9 cm (16.1"") Full HD 12 GB DDR4-SDRAM 512 GB SSD NVIDIA GeForce RTX 3060 Wi-Fi"
COMHPI2910,HP,"HP EliteBook 840 G9 Intel Core i5 i5-1235U Computadora portátil 35.6 cm (14"") WUXGA 8 GB DDR5-SDRAM 256 GB SSD Wi-Fi 6E (802.11ax) Windows 10 Pro Plat"
COMHPI2990,HP,"HP ProBook 440 G9 Intel Core i3 i3-1215U Computadora portátil 35.6 cm (14"") Full HD 8 GB DDR4-SDRAM 256 GB SSD Wi-Fi 6E (802.11ax) Windows 11 Pro Plat"
MTFHPI1225,HP,"HP LaserJet Impresora Tank MFP 1602w, Laser, Impresión a color, 600 x 600 DPI, Copias en blanco y negro, A4, Gris, Blanco"
COMHPI3080,HP,"HP EliteBook 840 G9 Intel Core i5 i5-1235U Computadora portátil 35.6 cm (14"") WUXGA 8 GB DDR5-SDRAM 512 GB SSD Wi-Fi 6E (802.11ax) Windows 10 Pro Plat"
COMHPI2580,HP,"HP 240 G8 Intel Core i5 i5-1135G7 Computadora portátil 35.6 cm (14"") HD 8 GB DDR4-SDRAM 256 GB SSD Wi-Fi 5 (802.11ac) Windows 10 Pro Negro"
AIOHPI840,HP,"HP 200 G4 Intel Pentium Silver J5040 54.6 cm (21.5"") 1920 x 1080 Pixeles PC todo en uno 4 GB DDR4-SDRAM 1 TB Unidad de disco duro Windows 11 Home Wi-F"
COMHPI2890,HP,"HP 240 G8 Intel Core i3 i3-1115G4 Computadora portátil 35.6 cm (14"") HD 4 GB DDR4-SDRAM 128 GB SSD Wi-Fi 5 (802.11ac) Windows 11 Pro Negro"
ACCHPQ080,HP,"KIT de Smart Watch y Audífonos SPORT HP ESSENTIALS - Negro, Android"
BOCHPQ010,HP,"HP Altavoz Negro 360 Bluetooth, Inalámbrico y alámbrico, Altavoz portátil mono, Negro, Cilindro, Botones, Universal"
BOCHPQ020,HP,"HP Altavoz Plateado 360 Bluetooth, Inalámbrico y alámbrico, Altavoz portátil mono, Plata, Cilindro, Botones, Universal"
AIOHPI830,HP,"HP 200 G4 Intel Core i3 i3-10110U 54.6 cm (21.5"") 1920 x 1080 Pixeles PC todo en uno 8 GB DDR4-SDRAM 1 TB Unidad de disco duro Windows 11 Home Wi-Fi 5"
AIOHPI870,HP,"HP 200 G4 Intel Core i5 i5-10210U 54.6 cm (21.5"") 1920 x 1080 Pixeles PC todo en uno 8 GB DDR4-SDRAM 256 GB SSD Windows 11 Pro Wi-Fi 5 (802.11ac) Negr"
COMHPI3040,HP,"HP ProBook 440 G8 Intel Core i7 i7-1165G7 Computadora portátil 35.6 cm (14"") HD 16 GB DDR4-SDRAM 256 GB SSD Wi-Fi 5 (802.11ac) Windows 10 Pro Aluminio"
COMHPI2960,HP,"HP 240 G8 Intel Core i3 i3-1115G4 Computadora portátil 35.6 cm (14"") HD 8 GB DDR4-SDRAM 512 GB SSD Wi-Fi 6 (802.11ax) Windows 11 Pro Negro"
COMHPI2980,HP,"HP ProBook 450 G9 Intel Core i5 i5-1235U Computadora portátil 39.6 cm (15.6"") Full HD 8 GB DDR4-SDRAM 256 GB SSD NVIDIA GeForce MX570 Wi-Fi 6E (802.11"
AIOHPQ120,HP,"HP 24-df1505la AMD Ryzen 3 5300U 60.5 cm (23.8"") 1920 x 1080 Pixeles PC todo en uno 8 GB DDR4-SDRAM 256 GB SSD Windows 10 Pro Wi-Fi 6 (802.11ax) Blanc"
MALGEN3310,Perfect Choice,"Mochila PERFECT CHOICE PC-083337 - 15 pulgadas, Mochila, Morado, Nylon, 0.75 kg"
ACCMST3960,Perfect Choice,"Power Bank 10000 MAH - conector USB A y micro  PERFECT CHOICE PC-240945, Negro, 10000 mAh, 5 V"
MALGEN3890,Perfect Choice,"Mochila  PERFECT CHOICE Fearless - Mochila, Negro, Poliéster y Poliuretano"
MALGEN3900,Perfect Choice,"Mochila  PERFECT CHOICE Fearless - Mochila, Morado, Poliéster y Poliuretano"
MALGEN3970,Perfect Choice,"Mochila PERFECT CHOICE Fearless - Mochila, Azul-Mamey, Poliéster y Poliuretano"
MALGEN3960,Perfect Choice,"Mochila  PERFECT CHOICE Bold - 15.6 pulgadas, Mochila, Verde"
MALGEN3950,Perfect Choice,"Mochila  PERFECT CHOICE Bold - 15.6 pulgadas, Mochila, Tinto"
MALGEN3940,Perfect Choice,"Mochila  PERFECT CHOICE Bold - 15.6 pulgadas, Mochila, Negro"
MALGEN3930,Perfect Choice,"Mochila  PERFECT CHOICE Bold - 15.6 pulgadas, Mochila, Amarillo"
MALGEN4000,Perfect Choice,"Mochila para Laptop PERFECT CHOICE Classy - 15.6 pulgadas, Mochila, Azul"
MALGEN3990,Perfect Choice,"Mochila para Laptop PERFECT CHOICE Classy - 15.6 pulgadas, Mochila, Negro"
BOCMST3440,Perfect Choice,Bocina Portátil Inalámbrica  PERFECT CHOICE SHINE BEAT RGB - Negro
BOCMST3510,Perfect Choice,"Diadema Inalámbrica PERFECT CHOICE Kids Catto - Diadema, Rosa"
BOCMST3500,Perfect Choice,"Diadema Inalámbrica PERFECT CHOICE kids Catto - Diadema, Azul"
BOCMST3490,Perfect Choice,"Diadema Inalámbrica PERFECT CHOICE On Ea - Diadema, Rosa"
BOCMST3480,Perfect Choice,"Diadema Inalámbrica PERFECT CHOICE On Ear - Diadema, Azul-Mamey"
ACCMST4500,Perfect Choice,Extensible para smart watch Zhafiro PERFECT CHOICE PC-020493 - Rosa
MOUMST1690,Perfect Choice,"Mouse Inalámbrico PERFECT CHOICE Essentials - Rosa, Inalámbrico, 800/1200/1600 DPI"
MALGEN4010,Perfect Choice,"Mochila para Laptop PERFECT CHOICE YOUTH - Mochila, Azul"
MALGEN4020,Perfect Choice,"Mochila para Laptop PERFECT CHOICE YOUTH - Mochila, Terracota"
MOUMST1700,Perfect Choice,Mouse  PERFECT CHOICE PC-045106 - Morado/Lila
MOUMST1710,Perfect Choice,Mouse  PERFECT CHOICE PC-045120 - Azul/Mamey
KITMST1260,Perfect Choice,"Kit Teclado+Mouse+Diadema para Oficina PERFECT CHOICE PC-201700 - Negro, 1000 DPI"
KITMST1270,Perfect Choice,"Kit Teclado+Mouse+Diadema para Oficina  PERFECT CHOICE PC-201717 - Negro, 1000 DPI"
TABSMG360,Samsung,"Samsung Galaxy Tab S6 Lite Wi-Fi 64 GB 26.4 cm (10.4"") 4 GB Wi-Fi 5 (802.11ac) Gris"
TABSMG370,Samsung,"Samsung Galaxy Tab S6 Lite Qualcomm Snapdragon 64 GB 26.4 cm (10.4"") 4 GB Wi-Fi 5 (802.11ac) Android 12 Gris"
TABSMG380,Samsung,"Samsung Galaxy Tab S6 Lite SM-P619N 4G Qualcomm Snapdragon LTE 128 GB 26.4 cm (10.4"") 4 GB Wi-Fi 5 (802.11ac) Android 12 Gris"
TABSMG290,Samsung,"Samsung Galaxy Tab S8+ Qualcomm Snapdragon 128 GB 31.5 cm (12.4"") 8 GB Wi-Fi 6E (802.11ax) Android 12 Grafito"
TABSMG330,Samsung,"Samsung Galaxy Tab S8 Ultra 128 GB 37.1 cm (14.6"") 8 GB Wi-Fi 6E (802.11ax) Android 12 Grafito"
02941410,Granmark,Bolsa de Cartón Chica de 14 x 22 x 8 cm Pingüinos Granmark 847-PING
02941411,Granmark,Bolsa de Cartón Mediana de 20 x 29 x 11 cm Pingüinos Granmark 846-PING
02941412,Granmark,Bolsa de Cartón Grande de 25 x 36 x 11 cm Pingüinos Granmark 845-PING
02941413,Granmark,Bolsa de Cartón Mediana de 20 x 29 x11 cm Santa Claus Granmark 846-SANT
02941414,Granmark,Bolsa de Cartón Grande de 25 x 36 x 11 cm Patrones Granmark 845-PATN
02941415,Granmark,Papel Fantasía Couché de 52 x 70 cm Moños Paquete con 25 Piezas Granmark 930-MOXO
02941416,Granmark,Papel Fantasía Couché de 52 x 70 cm Estrellas Paquete con 25 Piezas Granmark 930-ESTR
08330133,Vinci,Plastilina Marqueta 180g Blanco Modelina
08330134,Vinci,PLASTILINA MARQUETA 180G CAFE MODELI
08330143,Vinci,Plastilina Marqueta de 180 gr Violeta Modelina Vinci 2356
08330130,Vinci,Plastilina Marqueta de 180 gr Amarillo Modelina Vinci 2344
08330132,Vinci,Plastilina Marqueta 180g Azul Modelina 2346
08330136,Vinci,Plastilina Marqueta de 180 gr Naranja Modelina Vinci 2350
08330138,Vinci,Plastilina Marqueta de 180 gr Rojo Modelina Vinci 2352
08330142,Vinci,Plastilina Marqueta de 180 gr Verde Obscuro Modelina Vinci 2354
08350299,Lefort,"Carpeta Con Argolla Vinil Tamaño Carta 1""  Verde Lefort"
08350300,Lefort,"Carpeta con Argolla Vinil Tamaño Carta con Ventana 1""  Verde Lefort"
00140450,Baco,Silicón Líquido Frasco con 60 ml Baco 17741
SCACNN250,Canon,Canon imageFORMULA M140 Escáner alimentado con hojas 600 x 600 DPI Gris
SCACNN280,Canon,Canon imageFORMULA DR-6030C Escáner alimentado con hojas 600 x 600 DPI Blanco
SCAEPS270,Epson,Epson Perfection V600 Escáner de cama plana A4
SCAXRX190,Xerox,"Escáner XEROX Documate 3125 - 216 x 965 mm, 25 ppm, alimentación de hojas, CIS, 3000 páginas"
SCAEPS390,Epson,Epson B11B205221 escáner Escáner de base plana y ADF 1200 x 1200 DPI A4 Blanco
SCAEPS330,Epson,Epson B11B205321 escáner Escáner de base plana y ADF 1200 x 1200 DPI A4 Blanco
SCACNN410,Canon,"Canon imageFORMULA P-215II Escáner alimentado con hojas 600 x 600 DPI A4 Negro, Gris"
SCAEPS470,Epson,Epson B11B231201 escáner Escáner de cama plana 4800 x 4800 DPI A4 Negro
DDUTOS130,Toshiba,"Disco Duro Externo TOSHIBA HDTB420XK3AA - 2 TB, USB 3.0, 2.5 pulgadas, Negro"
SCACNN420,Canon,Canon imageFORMULA DR-F120 Escáner de base plana y ADF 600 x 600 DPI A4 Negro
PLOEPS040,Epson,Epson SureColor T5270 impresora de gran formato Inyeccion de tinta Color 2880 x 1440 DPI
PLOEPS070,Epson,Epson SureColor T7270 impresora de gran formato Inyeccion de tinta Color 2880 x 1440 DPI A0 (841 x 1189 mm)
SCAEPS500,Epson,"Escáner EPSON PERFECTION V39 PHOTO - 216 x 297 mm, Cama plana, CIS"
LFDSMG230,Samsung,"Samsung DM32E Pantalla plana de señalizacion digital 81.3 cm (32"") LED Wifi Full HD Negro"
SCACNN440,Canon,Canon imageFORMULA DR-C240 Escáner alimentado con hojas 600 x 600 DPI A4 Negro
LFDSMG220,Samsung,"Samsung DB55E Pantalla plana de señalizacion digital 139.7 cm (55"") LED Wifi 350 cd / m² Full HD Negro Pantalla táctil"
ACCCNN1430,Canon,Servicio de Instalación CANON (0145W088) para Plotters - 
SCAXRX330,Xerox,Escáner XEROX DUPLEX TRAVEL SCANNER 1102 - 100 páginas
SCAEPS550,Epson,"Epson B11B239201 escáner Escáner con alimentador automático de documentos (ADF) 1200 x 1200 DPI A4 Negro, Blanco"
SCACNN430,Canon,Canon imageFORMULA P-208 II Escáner alimentado con hojas 600 x 600 DPI A4 Negro
SCAEPS590,Epson,Epson WorkForce B11B241201 escáner Escáner con alimentador automático de documentos (ADF) 600 x 600 DPI A4 Negro
SCAEPS600,Epson,Epson WorkForce B11B242201 escáner Escáner con alimentador automático de documentos (ADF) 600 x 600 DPI A4 Negro
LFDSMG390,Samsung,"Samsung LH43PMHPBGA/GO LED display 109.2 cm (43"") 1920 x 1080 Pixeles Full HD Negro"
SCAHPI480,HP,HP Scanjet Enterprise Flow 7000 s3 Escáner alimentado con hojas 600 x 600 DPI A4 Blanco
SCAHPI490,HP,"HP Flow 8500 fn2, Escáner de base plana y ADF, CSV, HTML, JPG, OCR, PDF, RTF, TIFF, TXT, XPS, 10000 páginas por mes, Negocios, 150 hojas, Corriente "
SCAHPI500,HP,"HP Scanjet Enterprise Flow N9120 fn2 Escáner de base plana y ADF 600 x 600 DPI A3 Negro, Blanco"
DDUTOS630,Toshiba,"Disco Duro Externo TOSHIBA HDTB410XK3AA - 1 TB, USB 3.0, Negro"
LFDSMG520,Samsung,"Samsung DB43J Pantalla plana de señalizacion digital 109.2 cm (43"") LCD Wifi 300 cd / m² Full HD Negro Tizen 3.0 16/7"
LFDSMG490,Samsung,"Samsung WM55H pizarron interactivo 139.7 cm (55"") 3840 x 2160 Pixeles Pantalla táctil Blanco"
SCAXRX360,Xerox,Escáner XEROX Documate 4701 - Cama plana
LFDSMG480,Samsung,"Samsung DB49J Pantalla plana de señalizacion digital 124.5 cm (49"") LED Wifi 300 cd / m² Full HD Negro Tizen 3.0 16/7"
LFDSMG450,Samsung,"Samsung LH55PMHPBGA/GO LED display 139.7 cm (55"") 1920 x 1080 Pixeles Full HD Negro"
LFDSMG570,Samsung,"Samsung UH46F5 Pantalla plana de señalizacion digital 116.8 cm (46"") LED 700 cd / m² Full HD Negro"
LFDSMG580,Samsung,Samsung UD46E-B LCD Interior
LFDSMG420,Samsung,Samsung UD55E-B LCD Interior
LFDSMG530,Samsung,"Samsung LH43PMFXTBC/ZA pantalla de señalizacion Pantalla plana de señalizacion digital 109.2 cm (43"") LED Wifi 400 cd / m² Full HD Negro Tizen 2.4 24/"
HTVSMG100,Samsung,"Samsung HG49NE470HF 124.5 cm (49"") Full HD Negro"
ACCACT3250,Acteck,Bases ACTECK 17 Pulgadas Alámbrico USB 4 VENT Negro ICTUS BE450 - 
ACCACT3390,Acteck,"Gabinete HDD 2.5 ACTECK AC-919098 - 2 TB, USB 2.0, 2.5 pulgadas, Negro"
SCACNN490,Canon,Canon CanoScan LiDE 300 Escáner de cama plana 2400 x 2400 DPI A4 Negro
SCACNN500,Canon,Canon imageFORMULA DR-C225 II ADF + Escáner de alimentacion manual 600 x 600 DPI A3 Negro
LFDSMG460,Samsung,"Samsung LH55PMFXTBA/GO pantalla de señalizacion 139.7 cm (55"") LED 400 cd / m² Full HD Negro Pantalla táctil Procesador incorporado"
ACCHPE1320,HP,"Protección de acceso a discos duros Hewlett Packard Enterprise Gen10 2U Bezel Kit - Acero, Acero, 680 g, 431, 8 mm"
SCACNN530,Canon,"Canon imageFORMULA DR-G2110 Escáner alimentado con hojas 600 x 600 DPI A3 Negro, Blanco"
ACCMST3940,Perfect Choice,"Candado para laptop (PC-160076) Acero recubie PERFECT CHOICE PC-160076 - Llave, Plateado, Acero, 2 m|, Laptops"
HTVSMG170,Samsung,"Samsung HG32NJ470NFXZA television para el sector hotelero 81.3 cm (32"") HD Negro 10 W"
ACCCNN2230,Canon,Canon EF-S 35mm f/2.8 Macro IS STM SLR Lentes macro Negro
PLOEPS170,Epson,Epson SureColor T3170 impresora de gran formato Wifi Inyeccion de tinta Color 2400 x 1200 DPI A1 (594 x 841 mm) Ethernet
LFDSMG610,Samsung,Samsung LH43DCJPLGA/GO mostrador para clientes VGA (D-Sub) Negro
LFDSMG760,Samsung,"Pantalla Profesional SAMSUNG LH65QBREBGCXG - 65 pulgadas, 3840 x 2160 Pixeles, 6 ms"
LFDSMG750,Samsung,"Pantalla Profesional Videowall SAMSUNG LH46VMRUBGB - 46 pulgadas, 1920 x 1080 Pixeles, 8 ms"
SCACNN540,Canon,Canon DR-M260 ADF + Escáner de alimentacion manual 600 x 600 DPI Negro
HTVSMG180,Samsung,"Samsung HG43NJ470MFXZA television para el sector hotelero 109.2 cm (43"") Full HD Negro 20 W"
DDUHPO110,HP,HP EX900 1 TB M.2 PCI Express 3.0 NVMe 3D TLC NAND
DDUHPO120,HP,HP EX950 512 GB M.2 PCI Express 3.1 NVMe
DDUHPO130,HP,HP EX950 1 TB M.2 PCI Express 3.1 NVMe
DDUHPO140,HP,HP EX950 2 TB M.2 PCI Express 3.1 NVMe
DDUHPO150,HP,"HP P700, 256 GB, USB Tipo C, 3.2 Gen 2 (3.1 Gen 2), 1000 MB/s, Negro"
CARXRX6570,Xerox,XEROX 115R00135 FUSOR - 
SCAHPI440,HP,"HP Scanjet Pro N4000 snw1 Sheet-feed Scanner Escáner alimentado con hojas 600 x 600 DPI A4 Negro, Blanco"
PLOCNN270,Canon,Canon imagePROGRAF TA-20 impresora de gran formato Wifi Inyeccion de tinta Color 2400 x 1200 DPI Ethernet
SCAHPI380,HP,HP Scanjet Enterprise Flow N7000 Escáner alimentado con hojas 600 x 600 DPI A4 Blanco
SCAHPI475,HP,HP Scanjet Enterprise Flow 5000 s5 Escáner alimentado con hojas 600 x 600 DPI A4 Blanco
SCAHPI465,HP,"HP Scanjet Pro 2000 s2 Sheet-feed Scanner Escáner alimentado con hojas 600 x 600 DPI A4 Negro, Blanco"
SCAHPI455,HP,"HP Scanjet Pro 3000 s4 Escáner alimentado con hojas 600 x 600 DPI A4 Negro, Blanco"
SCAXRX390,Xerox,Escáner. Dúplex Combo Scaner. 1517. Resolución: 600 dpi - 
SCAXRX410,Xerox,Escáner.  Documate Resolución: 600 dpi. Velocidad 30 Ppm - 
SCAEPS660,Epson,Epson B11B243201 escáner Escáner alimentado con hojas 600 x 600 DPI Negro
PANSMG3750,Samsung,"Samsung Series 5 T5300 109.2 cm (43"") Full HD Smart TV Wifi Negro"
CONACT240,Acteck,"Control ACTECK G200 - Windows, Android, N-Switch."
CONACT250,Acteck,"Control ACTECK G100 - Windows, Android TV box, PS3"
ACCACT3940,Acteck,"Base Enfriadora ACTECK AC-929080 - 15 pulgadas, Negro"
BIZSMG020,Samsung,"Samsung BE43T-M Pantalla plana de señalizacion digital 109.2 cm (43"") LED Wifi Full HD Negro"
SCACNN550,Canon,Canon imageFORMULA DR-C230 Escáner alimentado con hojas 600 x 600 DPI A4 Negro
PLOHPD600,HP,"HP Designjet Impresora T250 de 24"", Inyección de tinta térmica, 2400 x 1200 DPI, URF, JPEG, Negro, Cian, Magenta, Amarillo, 2400 x 1200 DPI, 0.1%"
PLOHPD620,HP,"Plotter HP DESIGNJET T650 36IN - 2400 x 1200 DPI, 1024 MB, Inyección de tinta térmica"
DDUHPO160,HP,"HP P700, 512 GB, USB Tipo C, 3.2 Gen 2 (3.1 Gen 2), 1000 MB/s, Negro"
DDUHPO170,HP,"HP P700, 1 TB, USB Tipo C, Negro"
DDUHPO220,HP,"HP P500, 250 GB, 2.5"", USB Tipo C, 3.2 Gen 2 (3.1 Gen 2), 370 MB/s, Negro"
DDUHPO230,HP,Unidad de Estado Solido Externo (SSD) HP modelo P500 de 500GB Negro 7NL53AA#ABC - 
DDUTOS810,Toshiba,"Disco Duro Externo  TOSHIBA HDTB440XK3CA - 4 TB, USB 3.0, Negro"
MEMHPO160,HP,Nano Memory Card HP modelo NM100 128GB 16L62AA#ABM 90 MB/s- 83MB/s - Para dispositivos Huawei y Honor
DDUHPE950,HP,SSD HPE de 480GB SATA 6G lectura intensiva LFF(3.5 Pulgadas) LPC 5300P (P19974-B21) - 
DDUHPE960,HP,SSD HPE de 960GB SATA 6G uso mixto LFF(3.5 Pulgadas) LPC 5300M (P19980-B21) - 
BOCMST3150,Perfect Choice,Barra de Audio 2.1 con subwoofer integrado PERFECT CHOICE PC-113041 - Negro
DDUTOS920,Toshiba,"Disco Duro Externo  TOSHIBA Canvio Gaming - 2 TB, USB 3.0, 2.5 pulgadas, Negro"
DDUTOS930,Toshiba,"Disco Duro Externo  TOSHIBA Canvio Gaming - 4 TB, USB 3.0, 2.5 pulgadas, Negro"
DDUTOS850,Toshiba,"Disco Duro Externo  TOSHIBA Canvio Advance V10 - 2 TB, USB 3.0, 2.5 pulgadas, Color blanco"
DDUTOS860,Toshiba,"Disco Duro Externo TOSHIBA Canvio Advance V10 - 2 TB, USB 3.0, 2.5 pulgadas, Rojo"
DDUTOS870,Toshiba,"Disco Duro Externo TOSHIBA Canvio Advance V10 - 2 TB, USB 3.0, 2.5 pulgadas, Negro"
DDUTOS880,Toshiba,"Disco Duro Externo TOSHIBA Canvio Advance V10 - 4 TB, USB 3.0, 2.5 pulgadas, Color blanco"
DDUTOS890,Toshiba,"Disco Duro Externo  TOSHIBA Canvio Advance V10 - 4 TB, USB 3.0, 2.5 pulgadas, Rojo"
DDUTOS910,Toshiba,"Disco Duro Externo TOSHIBA Canvio Gaming - 1 TB, USB 3.0, 2.5 pulgadas, Negro"
HTVSMG190,Samsung,"Samsung HG65NJ690UF 165.1 cm (65"") 4K Ultra HD Smart TV Negro 20 W"
LFDSMG830,Samsung,"Samsung QB55R Pantalla plana de señalizacion digital 138.7 cm (54.6"") LED Wifi 350 cd / m² 4K Ultra HD Negro Procesador incorporado Tizen 4.0 16/7"
LFDSMG640,Samsung,"Samsung QB75N-W pizarron interactivo 190.5 cm (75"") 3840 x 2160 Pixeles Negro"
DDUTOS820,Toshiba,"Disco Duro Externo TOSHIBA HDTCA10XW3AA - 1 TB, USB 3.0"
DDUTOS830,Toshiba,"Disco Duro Externo TOSHIBA HDTCA10XR3AA - 1 TB, USB 3.0, Rojo"
DDUTOS840,Toshiba,"Disco Duro Externo  TOSHIBA HDTCA10XK3AA - 1 TB, USB 3.0, Negro"
LFDSMG890,Samsung,"Monitor Profesional SAMSUNG LH55OHFPVBC/GO - 55 pulgadas, 1920 x 1080 Pixeles, Serie OH55F para exterior, Brillo 2500 nit, Sistema Operativo Tizen 4.0"
MONSMG1530,Samsung,"Samsung LC27G55TQWLXZX monitor de computadora 68.6 cm (27"") 2560 x 1440 Pixeles Quad HD Negro"
ACCHPE1970,HP,"Kit de puerto de serie e iLO dedicado M.2 Hewlett Packard Enterprise P06687-B21 - 130 g, 163, 1 mm"
LFDSMG720,Samsung,"Samsung QM55R Pantalla plana de señalizacion digital 138.7 cm (54.6"") LED Wifi 500 cd / m² 4K Ultra HD Negro Tizen 4.0 24/7"
LFDSMG920,Samsung,"Samsung QM50R Pantalla plana de señalizacion digital 127 cm (50"") LED 500 cd / m² 4K Ultra HD Negro Procesador incorporado Tizen 4.0"
LFDSMG930,Samsung,"Samsung VM55T-U Pantalla plana de señalizacion digital 139.7 cm (55"") IPS 500 cd / m² Full HD Negro 24/7"
PANSMG3880,Samsung,"Samsung Series 7 UN43AU7000F 109.2 cm (43"") 4K Ultra HD Smart TV Wifi Negro, Gris"
PANSMG3890,Samsung,"Samsung Series 7 UN50AU7000FXZX Televisor 127 cm (50"") 4K Ultra HD Smart TV Wifi Gris"
PANSMG3900,Samsung,"Samsung Series 7 UN55AU7000FXZX Televisor 139.7 cm (55"") 4K Ultra HD Smart TV Wifi Gris"
PANSMG3910,Samsung,"Samsung Series 7 UN58AU7000FXZX Televisor 147.3 cm (58"") 4K Ultra HD Smart TV Wifi Gris"
PANSMG3920,Samsung,"Televisión  SAMSUNG  UN60AU8000FXZX - 60 pulgadas, 4K, 3840 x 2160 Pixeles"
PANSMG3930,Samsung,"Samsung Series 7 UN65AU7000FXZX Televisor 165.1 cm (65"") 4K Ultra HD Smart TV Wifi Gris"
PANSMG3940,Samsung,"Samsung UN75AU700 190.5 cm (75"") 4K Ultra HD Smart TV Wifi Negro, Gris"
LFDSMG820,Samsung,"Monitor Profesional SAMSUNG WM55R - 55 pulgadas, 350 cd / m², 3840 x 2160 Pixeles"
SCAEPS700,Epson,Epson WorkForce B11B261202 escáner Escáner alimentado con hojas 600 x 600 DPI A4 Blanco
LFDSMG730,Samsung,"Monitor Profesional SAMSUNG QM43R - 43 pulgadas, 4K Ultra HD, 3840 x 2160 Pixeles"
LFDSMG850,Samsung,"Samsung QM32R Pantalla plana de señalizacion digital 81.3 cm (32"") Wifi 400 cd / m² Full HD Negro Procesador incorporado Tizen 4.0"
LFDSMG910,Samsung,"Samsung VM46T-U Pantalla plana de señalizacion digital 116.8 cm (46"") IPS 500 cd / m² Full HD Negro 24/7"
